,ID,Count
88,18376,575.6748473239982
89,18377,589.0856038686693
90,18378,603.5837190520976
91,18379,640.463299549944
92,18380,615.4631121805188
93,18381,574.4696914993749
94,18382,576.5537955569928
95,18383,562.9255672845705
96,18384,503.61796676440497
97,18385,401.91348541825255
98,18386,340.14260102445235
99,18387,281.0476793130264
100,18388,236.55868100506046
101,18389,211.75904022626855
102,18390,227.69847011693219
103,18391,264.0700832980974
104,18392,304.0931773301281
105,18393,392.95482774247847
106,18394,557.7547502616663
107,18395,618.3442732037162
108,18396,624.8954594361508
109,18397,552.6713161359523
110,18398,590.9402674062932
111,18399,583.4762109611424
112,18400,568.5838969027127
113,18401,581.829464695066
114,18402,596.1489974435561
115,18403,632.5743088725285
116,18404,607.8820645893499
117,18405,567.3935857429935
118,18406,569.4520185755891
119,18407,555.9916577920088
120,18408,518.802918279877
121,18409,414.03187116350443
122,18410,350.39848791841433
123,18411,289.5217522523277
124,18412,243.69133380675504
125,18413,218.14394102609054
126,18414,234.5639722575463
127,18415,272.0322523949043
128,18416,313.26211183739116
129,18417,404.80309448597137
130,18418,574.572019301255
131,18419,636.9884210064507
132,18420,643.7371368185932
133,18421,569.3353108568606
134,18422,608.7581371037467
135,18423,601.0690264653222
136,18424,585.7276834169551
137,18425,599.372627955166
138,18426,614.1239193478266
139,18427,651.6475168279073
140,18428,626.2107587326873
141,18429,584.5014823199393
142,18430,586.6219804576344
143,18431,572.755766548534
144,18432,502.79565426034577
145,18433,401.25723701883027
146,18434,339.58721274912403
147,18435,280.5887818228897
148,18436,236.17242560082227
149,18437,211.41327792603855
150,18438,227.32668175454458
151,18439,263.63890699825436
152,18440,303.59665091800616
153,18441,392.3132071298163
154,18442,556.8440426705824
155,18443,617.3346344274519
156,18444,623.875123816821
157,18445,551.7689088274657
158,18446,589.9753741675506
159,18447,582.5235051091711
160,18448,567.6555073715891
161,18449,580.8794476670344
162,18450,595.1755993377863
163,18451,631.5414351502616
164,18452,606.8895086130079
165,18453,566.4671397639571
166,18454,568.5222115666277
167,18455,555.0838289961214
168,18456,490.12196649443047
169,18457,391.14297112830343
170,18458,331.0274285361695
171,18459,273.5161379340455
172,18460,230.2193598660221
173,18461,206.08430212583022
174,18462,221.59658571849792
175,18463,256.99350908772874
176,18464,295.94406059048504
177,18465,382.4243883791402
178,18466,542.8079875230916
179,18467,601.7738268955558
180,18468,608.149453840998
181,18469,537.8607797293605
182,18470,575.1041961483647
183,18471,567.8401621695411
184,18472,553.3469337033994
185,18473,566.2375455603042
186,18474,580.1733421623635
187,18475,615.6225247688524
188,18476,591.5919855031754
189,18477,552.1885206108525
190,18478,554.1917913723986
191,18479,541.0921425664633
192,18480,374.82680416343334
193,18481,299.1313996547389
194,18482,253.1572988170929
195,18483,209.17483173059964
196,18484,176.06308799487982
197,18485,157.60550563887892
198,18486,169.4687153740063
199,18487,196.53894803181458
200,18488,226.3268615273164
201,18489,292.4637562269669
202,18490,415.1190869752156
203,18491,460.21393813007865
204,18492,465.08977728005806
205,18493,411.33564894627
206,18494,439.818009882488
207,18495,434.2627505230853
208,18496,423.17887573406153
209,18497,433.0371297531451
210,18498,443.69470166566794
211,18499,470.80490021814836
212,18500,452.427249651491
213,18501,422.29296506883236
214,18502,423.82499103125764
215,18503,413.80687343348643
216,18504,369.2459616387083
217,18505,294.677595345307
218,18506,249.388008566263
219,18507,206.06040185776874
220,18508,173.44166295909767
221,18509,155.25889782366852
222,18510,166.9454747656388
223,18511,193.61265539010043
224,18512,222.9570529670181
225,18513,288.10922728303206
226,18514,408.9383276813681
227,18515,453.36175603461766
228,18516,458.16499821402385
229,18517,405.2112217279493
230,18518,433.2695052786873
231,18519,427.7969588611673
232,18520,416.8781132511515
233,18521,426.5895865100597
234,18522,437.0884765196902
235,18523,463.7950279816881
236,18524,445.6910045213308
237,18525,416.00539301910044
238,18526,417.5146084579849
239,18527,407.6456518489325
240,18528,518.412136232694
241,18529,413.72000664518464
242,18530,350.1345544793108
243,18531,289.30367348086617
244,18532,243.50777624578086
245,18533,217.97962673091007
246,18534,234.3872897716843
247,18535,271.8273473784809
248,18536,313.0261509261177
249,18537,404.4981814324872
250,18538,574.1392298506848
251,18539,636.5086171533459
252,18540,643.2522495766175
253,18541,568.9064658938294
254,18542,608.2995973718472
255,18543,600.6162784633657
256,18544,585.2864910968034
257,18545,598.9211577449477
258,18546,613.6613379051037
259,18547,651.1566711875012
260,18548,625.7390730238311
261,18549,584.0612136209896
262,18550,586.180114519012
263,18551,572.3243451684659
264,18552,512.1313875938504
265,18553,408.70764063947684
266,18554,345.8925489922499
267,18555,285.7986558965328
268,18556,240.55759235286934
269,18557,215.33872550927802
270,18558,231.54760383783685
271,18559,268.53406174197033
272,18560,309.2337270341176
273,18561,399.59754114094414
274,18562,567.1833275205494
275,18563,628.7970873657721
276,18564,635.4590182677964
277,18565,562.0139603725308
278,18566,600.9298299586717
279,18567,593.3395972096442
280,18568,578.1955357055897
281,18569,591.665013485638
282,18570,606.2266110856905
283,18571,643.2676749808245
284,18572,618.158020119233
285,18573,576.9851029050845
286,18574,579.0783325600921
287,18575,565.3904308160432
288,18576,527.3163429937786
289,18577,420.82602948472805
290,18578,356.1484385097661
291,18579,294.2727310035833
292,18580,247.6902469791649
293,18581,221.72362794241883
294,18582,238.4131077347123
295,18583,276.4962328755764
296,18584,318.402663886882
297,18585,411.44581091533723
298,18586,584.0006008621567
299,18587,647.4412399378584
300,18588,654.3007004701207
301,18589,578.6779593562486
302,18590,618.7477042141071
303,18591,610.9324172142349
304,18592,595.3393266053771
305,18593,609.2081812334475
306,18594,624.2015375881184
307,18595,662.3408878153128
308,18596,636.4867189512262
309,18597,594.0930038583942
310,18598,596.2482988343783
311,18599,582.1545438609882
312,18600,511.3090755939778
313,18601,408.0513926424219
314,18602,345.33716105744827
315,18603,285.33975868776116
316,18604,240.17133718545693
317,18605,214.9929634210461
318,18606,231.17581570340485
319,18607,268.1028857064955
320,18608,308.73720092643225
321,18609,398.9559209216805
322,18610,566.2726204878501
323,18611,627.7874492085502
324,18612,634.4386832740678
325,18613,561.1115536173395
326,18614,599.9649373115367
327,18615,592.3868919418078
328,18616,577.267146743692
329,18617,590.714997040093
330,18618,605.2532135767428
331,18619,642.2348018918461
332,18620,617.1654647514597
333,18621,576.0586574940822
334,18622,578.1485261212257
335,18623,564.4826025767753
336,18624,498.6353908089493
337,18625,397.93712913079867
338,18626,336.7773788577789
339,18627,278.2671164624226
340,18628,234.21827285083447
341,18629,209.66398887422784
342,18630,225.44572101509283
343,18631,261.45748935898604
344,18632,301.0846123988217
345,18633,389.0671044968823
346,18634,552.2365686416786
347,18635,612.2266453365996
348,18636,618.7130169969664
349,18637,547.2034277904652
350,18638,585.0937627900936
351,18639,577.7035524557414
352,18640,562.9585764409189
353,18641,576.0730983771791
354,18642,590.2509599298929
355,18643,626.3158952546091
356,18644,601.8679452396473
357,18645,561.7800416993488
358,18646,563.8181092975515
359,18647,550.490919438001
360,18648,383.3402258823813
361,18649,305.9255555858328
362,18650,258.9072473856587
363,18651,213.92580881049946
364,18652,180.0619997605045
365,18653,161.18519129590243
366,18654,173.3178494970777
367,18655,201.00292694209458
368,18656,231.46741176840283
369,18657,299.1064703194792
370,18658,424.5476652192189
371,18659,470.66675338426955
372,18660,475.6533372154095
373,18661,420.67829415899024
374,18662,449.8075734786
375,18663,444.12613780213724
376,18664,432.79051554118547
377,18665,442.8726795713588
378,18666,453.77231636073543
379,18667,481.49826744371273
380,18668,462.70320625503064
381,18669,431.88448323306795
382,18670,433.45130602154086
383,18671,423.2056474395271
384,18672,377.7593856452186
385,18673,301.4717531019953
386,18674,255.13795867984402
387,18675,210.81138021425943
388,18676,177.44057579923273
389,18677,158.83858444255605
390,18678,170.79460992297524
391,18679,198.0766354998547
392,18680,228.09760458937393
393,18681,294.75194316044616
394,18682,418.36690845883686
395,18683,463.8145740974873
396,18684,468.72856098781125
397,18685,414.55386945104476
398,18686,443.259071559002
399,18687,437.66034879051824
400,18688,426.48975564092984
401,18689,436.42513897109257
402,18690,447.16609392261984
403,18691,474.4883980805677
404,18692,455.96696388602714
405,18693,425.59691376058356
406,18694,427.14092603486563
407,18695,417.04442838043036
408,18696,526.9255582462254
409,18697,420.51416281137153
410,18698,355.88450324683777
411,18699,294.0546507251604
412,18700,247.5066881497768
413,18701,221.55931251179874
414,18702,238.23642402794434
415,18703,276.2913264432246
416,18704,318.16670134507865
417,18705,411.1408957548522
418,18706,583.567808420938
419,18707,646.9614327692277
420,18708,653.8158098774919
421,18709,578.249111429826
422,18710,618.2891613136205
423,18711,610.479666083713
424,18712,594.8981312365116
425,18713,608.7567079034934
426,18714,623.7389529488793
427,18715,661.8500387830801
428,18716,636.0150299829418
429,18717,593.6527321171131
430,18718,595.8064298423874
431,18719,581.7231194997252
432,18720,520.644811362925
433,18721,415.50179820667904
434,18722,351.6424989454673
435,18723,290.54963412052075
436,18724,244.55650508147644
437,18725,218.91841202832967
438,18726,235.3967388878226
439,18727,272.99804172722617
440,18728,314.37427851310565
441,18729,406.2402568330958
442,18730,576.6119080350593
443,18731,639.2499051371174
444,18732,646.0225807469708
445,18733,571.356607835064
446,18734,610.9193959603818
447,18735,603.2029868639097
448,18736,587.8071778273035
449,18737,601.5005656723617
450,18738,616.3042282075598
451,18739,653.9610447814707
452,18740,628.4339791973373
453,18741,586.5766233790644
454,18742,588.704649868499
455,18743,574.7892070854133
456,18744,535.8297652326055
457,18745,427.6201858307125
458,18746,361.8983874294571
459,18747,299.02370837360536
460,18748,251.68915898898632
461,18749,225.30331381803873
462,18750,242.26224209283419
463,18751,280.96021205845295
464,18752,323.54321444188025
465,18753,418.0885254134921
466,18754,593.4291796819238
467,18755,657.894055830359
468,18756,664.8642610505444
469,18757,588.0206051394849
470,18758,628.73726842024
471,18759,620.7958050956025
472,18760,604.9509669994436
473,18761,619.0437316522771
474,18762,634.2791528985836
475,18763,673.0342556938763
476,18764,646.7626761822754
477,18765,603.6845226083435
478,18766,605.8746144125003
479,18767,591.5533184409726
480,18768,519.8224991800921
481,18769,414.8455500636122
482,18770,351.0871108870946
483,18771,290.0907368096467
484,18772,244.17024982812418
485,18773,218.57264986316744
486,18774,235.02495067066957
487,18775,272.5668655958168
488,18776,313.8777522949457
489,18777,405.5986364710749
490,18778,575.7012007997321
491,18779,638.2402667552559
492,18780,645.0022455262226
493,18781,570.4542008790916
494,18782,609.954503098563
495,18783,602.2502813841011
496,18784,586.8787886588439
497,18785,600.5505490154426
498,18786,615.3308304820359
499,18787,652.9281714626833
500,18788,627.4414236087254
501,18789,585.6501777619326
502,18790,587.7748432227554
503,18791,573.8813786441582
504,18792,507.1488132201361
505,18793,404.73128561433543
506,18794,342.52732789388153
507,18795,283.01809392863134
508,18796,238.21718494161655
509,18797,213.24367482232088
510,18798,229.294855451143
511,18799,265.92146863223877
512,18800,306.22516305789384
513,18801,395.70981912952334
514,18802,561.6651476523335
515,18803,622.6794614407244
516,18804,629.2765777912566
517,18805,556.5460737628497
518,18806,595.0833271984717
519,18807,587.5669405367998
520,18808,572.5702170295795
521,18809,585.9086489951359
522,18810,600.3285754443862
523,18811,637.009263349667
524,18812,612.1439026787401
525,18813,571.3715606434848
526,18814,573.4444250705646
527,18815,559.8896942082698
528,18816,391.85364932756227
529,18817,312.71971289455104
530,18818,264.657197120119
531,18819,218.67678685373625
532,18820,184.06091233697282
533,18821,164.76487767876478
534,18822,177.1669844006229
535,18823,205.46690675751813
536,18824,236.6079630518184
537,18825,305.7491857589084
538,18826,433.97624537501804
539,18827,481.1195707579368
540,18828,486.2168992926927
541,18829,430.020941266082
542,18830,459.7971391002566
543,18831,453.9895270811495
544,18832,442.40215729722394
545,18833,452.70823138388835
546,18834,463.8499330992014
547,18835,492.1916368375293
548,18836,472.9791649421856
549,18837,441.4760033421379
550,18838,443.07762296371425
551,18839,432.60442335132035
552,18840,386.27280818830627
553,18841,308.26590969079587
554,18842,260.8879078050322
555,18843,215.56235775407643
556,18844,181.43948795197113
557,18845,162.4182704461102
558,18846,174.64374441866113
559,18847,202.54061484226912
560,18848,233.23815532809004
561,18849,301.39465789600473
562,18850,427.7954876155716
563,18851,474.2673903635606
564,18852,479.29212194576576
565,18853,423.8965155681775
566,18854,453.2486361221513
567,18855,447.52373702439314
568,18856,436.10139637850637
569,18857,446.26068974143436
570,18858,457.24370959324847
571,18859,485.181766341301
572,18860,466.2429214843283
573,18861,435.1884328533237
574,18862,436.76724195702207
575,18863,426.44320329631717
576,18864,535.4389815828816
577,18865,427.3083200334812
578,18866,361.6344529080006
579,18867,298.80562870783416
580,18868,251.50560067526902
581,18869,225.138998849029
582,18870,242.08555888242273
583,18871,280.75530620174356
584,18872,323.307252562965
585,18873,417.78361110960344
586,18874,592.9963884565464
587,18875,657.4142500096476
588,18876,664.379371820116
589,18877,587.5917584178225
590,18878,628.2787268079352
591,18879,620.3430552369917
592,18880,604.5097728700257
593,18881,618.5922595906443
594,18882,633.8165695588808
595,18883,672.5434080405828
596,18884,646.2909885391041
597,18885,603.2442521039152
598,18886,605.4327466618493
599,18887,591.1218952917075
600,18888,529.158234006979
601,18889,422.295954876056
602,18890,357.392448138848
603,18891,295.3006117166828
604,18892,248.55541728164064
605,18893,222.4980980743377
606,18894,239.245873429158
607,18895,277.4620211225819
608,18896,319.514829312787
609,18897,412.88297164743483
610,18898,586.0404873036138
611,18899,649.7027215271576
612,18900,656.5861418302055
613,18901,580.6992540629974
614,18902,620.9089606420041
615,18903,613.066375214761
616,18904,597.4188186788708
617,18905,611.3361165593499
618,18906,626.3818439977057
619,18907,664.6544131690238
620,18908,638.709936917508
621,18909,596.1681425855568
622,18910,598.3309659048205
623,18911,584.1879821127663
624,18912,544.3431884857172
625,18913,434.41434298614934
626,18914,367.64833703419424
627,18915,303.77468630965643
628,18916,255.68807147523614
629,18917,228.88300012014065
630,18918,246.11137690953996
631,18919,285.42419177316566
632,18920,328.6837656093211
633,18921,424.73124070305676
634,18922,602.8577596250069
635,18923,668.3468729682027
636,18924,675.4278228895056
637,18925,597.3632520357995
638,18926,638.7268338165243
639,18927,630.6591941520892
640,18928,614.5626085386361
641,18929,628.8792832429091
642,18930,644.3567694096907
643,18931,683.7276248464423
644,18932,657.038634637597
645,18933,613.2760425010216
646,18934,615.5009311374965
647,18935,600.9520941407222
648,18936,528.3359219014521
649,18937,421.6397067946833
650,18938,356.8370601326876
651,18939,294.84171444895
652,18940,248.1691620646004
653,18941,222.15233594168072
654,18942,238.87408524695695
655,18943,277.03084503170766
656,18944,319.01830314130575
657,18945,412.2413513457328
658,18946,585.1297801539025
659,18947,648.6930832402127
660,18948,655.5658067053796
661,18949,579.7968471918607
662,18950,619.9440678708952
663,18951,612.1136698245166
664,18952,596.4904295976896
665,18953,610.3860999917423
666,18954,625.4084463636914
667,18955,663.6215399473372
668,18956,637.7173814222066
669,18957,595.2416970555205
670,18958,597.4011593464883
671,18959,583.2801537568566
672,18960,515.6622364089505
673,18961,411.5254427184596
674,18962,348.27727745519235
675,18963,287.76907182880086
676,18964,242.21609739766478
677,18965,216.8233610973873
678,18966,233.14399023877834
679,18967,270.38544831323753
680,18968,311.36571418651084
681,18969,402.352534368919
682,18970,571.0937275242077
683,18971,633.1322784996236
684,18972,639.8401395504368
685,18973,565.8887205886042
686,18974,605.0728925193102
687,18975,597.4303295187937
688,18976,582.1818584961806
689,18977,595.7442005114854
690,18978,610.4061918793826
691,18979,647.7026324214717
692,18980,622.4198610564529
693,18981,580.9630804637233
694,18982,583.0707417228585
695,18983,569.2884698370357
696,18984,400.36707210812585
697,18985,319.51386967286965
698,18986,270.407146405698
699,18987,223.42776452607836
700,18988,188.059824601258
701,18989,168.34456378217166
702,18990,181.01611900367766
703,18991,209.93088622445205
704,18992,241.74851393392652
705,18993,312.39190067976074
706,18994,443.40482479475605
707,18995,491.5723873155838
708,18996,496.7804605453101
709,18997,439.3635876438211
710,18998,469.7867039420576
711,18999,463.85291559015644
712,19000,452.01379830291023
713,19001,462.54378242858587
714,19002,473.92754905093796
715,19003,502.8850053965464
716,19004,483.25512282712725
717,19005,451.0675227024267
718,19006,452.7039391543898
719,19007,442.0031985293792
720,19008,394.7862313276482
721,19009,315.0600667554384
722,19010,266.6378573329294
723,19011,220.31333562663747
724,19012,185.43840038478115
725,19013,165.99795670037466
726,19014,178.49287918392872
727,19015,207.0045944973271
728,19016,238.3787064268347
729,19017,308.0373730967989
730,19018,437.22406743265515
731,19019,484.72020736171726
732,19020,489.8556836435598
733,19021,433.2391623396408
734,19022,463.2382013849393
735,19023,457.3871259490696
736,19024,445.7130377892529
737,19025,456.0962412006282
738,19026,467.3213259696826
739,19027,495.87513535096525
740,19028,476.5188798023262
741,19029,444.7799526178246
742,19030,446.39355855337635
743,19031,435.8419788704655
744,19032,543.9524044087942
745,19033,434.1024768479909
746,19034,367.3844022242082
747,19035,303.5566064054837
748,19036,255.5045129608555
749,19037,228.7186849715041
750,19038,245.934693505981
751,19039,285.21928569245614
752,19040,328.44780347245575
753,19041,424.42632606584004
754,19042,602.4249679265083
755,19043,667.8670666229746
756,19044,674.9429331290033
757,19045,596.9344048453278
758,19046,638.2682917029484
759,19047,630.2064437985388
760,19048,614.1214139269111
761,19049,628.4278106877337
762,19050,643.8941855642986
763,19051,683.2367766565611
764,19052,656.5669464787834
765,19053,612.8357715152958
766,19054,615.0590629038021
767,19055,600.5206705198316
768,19056,537.6716571082634
769,19057,429.09011191032664
770,19058,363.14239764104116
771,19059,300.0515895680055
772,19060,252.5543296965743
773,19061,226.07778431259987
774,19062,243.09500817721877
775,19063,281.92600075768456
776,19064,324.65538038855186
777,19065,419.5256868185339
778,19066,595.4690670785487
779,19067,660.155538478587
780,19068,667.1497034807774
781,19069,590.0419007926962
782,19070,630.8985258601358
783,19071,622.9297640953453
784,19072,607.0304600466505
785,19073,621.1716679745759
786,19074,636.4594603290899
787,19075,675.3477821308854
788,19076,648.9858951895693
789,19077,605.7596623071807
790,19078,607.9572824581422
791,19079,593.5867576448994
792,19080,552.8566113463734
793,19081,441.20849982838615
794,19082,373.39828637386756
795,19083,308.52566402669487
796,19084,259.68698377714236
797,19085,232.46268625722456
798,19086,249.96051154880672
799,19087,289.8881712820959
800,19088,333.8243165397905
801,19089,431.3739556864025
802,19090,612.2863391334473
803,19091,678.799689624188
804,19092,685.991384241503
805,19093,606.7058985014326
806,19094,648.7163987523054
807,19095,640.5225827538891
808,19096,624.1742496347471
809,19097,638.7148343801376
810,19098,654.4343854562356
811,19099,694.4209935060605
812,19100,667.3145926192129
813,19101,622.8675619515456
814,19102,625.1272474187347
815,19103,610.350869407203
816,19104,536.8493449734659
817,19105,428.43386380559457
818,19106,362.58700961511147
819,19107,299.592692283938
820,19108,252.16807446578514
821,19109,225.7320221676353
822,19110,242.72321998178376
823,19111,281.4948246514624
824,19112,324.1588541993965
825,19113,418.88406649399326
826,19114,594.5583598964206
827,19115,659.1459001557035
828,19116,666.129368319632
829,19117,589.139493889438
830,19118,629.9336330546811
831,19119,621.9770586711888
832,19120,606.1020709324229
833,19121,620.2216513731521
834,19122,635.486062660427
835,19123,674.3149088724332
836,19124,647.9933396589374
837,19125,604.8332167441672
838,19126,607.0274758667131
839,19127,592.678929256675
840,19128,524.1756592962297
841,19129,418.31959958194295
842,19130,354.02722681284683
843,19131,292.52004956069646
844,19132,246.21500971207627
845,19133,220.40304724566553
846,19134,236.99312489008202
847,19135,274.8494278361274
848,19136,316.5062651330557
849,19137,408.9952493730377
850,19138,580.5223070621329
851,19139,643.5850951882967
852,19140,650.4037009354684
853,19141,575.2313670834534
854,19142,615.0624574863305
855,19143,607.2937181514382
856,19144,591.7934996223487
857,19145,605.5797516794714
858,19146,620.483807957442
859,19147,658.39600111453
860,19148,632.6958190702036
861,19149,590.5545999442415
862,19150,592.6970580341999
863,19151,578.6872451329081
864,19152,408.880495157631
865,19153,326.30802666581775
866,19154,276.15709587291957
867,19155,228.17874234850535
868,19156,192.05873699187003
869,19157,171.92424999866196
870,19158,184.86525372832776
871,19159,214.3948658324045
872,19160,246.88906497842618
873,19161,319.0346158104585
874,19162,452.83340451234585
875,19163,502.0252042034386
876,19164,507.34402213163366
877,19165,448.7062343166974
878,19166,479.77626909943206
879,19167,473.7163044107509
880,19168,461.62543961223133
881,19169,472.37933378399134
882,19170,484.0051653210294
883,19171,513.5783742933703
884,19172,493.53108103668956
885,19173,460.6590423657144
886,19174,462.33025564916363
887,19175,451.4019740043483
888,19176,403.29965423533093
889,19177,321.85422363520485
890,19178,272.38780670436444
891,19179,225.0643133699194
892,19180,189.43731270877657
893,19181,169.5776428572321
894,19182,182.3420138444573
895,19183,211.46857403091556
896,19184,243.51925738569963
897,19185,314.68008811683774
898,19186,446.6526469931772
899,19187,495.17302407544184
900,19188,500.4192450539084
901,19189,442.5818088568809
902,19190,473.2277663759009
903,19191,467.250514605353
904,19192,455.3246789384567
905,19193,465.9317923921864
906,19194,477.39894207189434
907,19195,506.5685040696517
908,19196,486.79483784070464
909,19197,454.3714721213304
910,19198,456.01987488778843
911,19199,445.2407541888633
912,19200,552.4658274409938
913,19201,440.89663382712826
914,19202,373.1343516797416
915,19203,308.30758421825317
916,19204,259.5034253433388
917,19205,232.29837118071785
918,19206,249.78382822280676
919,19207,289.68326529133446
920,19208,333.588354506506
921,19209,431.0690411830349
922,19210,611.8535476249322
923,19211,678.3198834895815
924,19212,685.5064946938538
925,19213,606.2770514992128
926,19214,648.2578568400166
927,19215,640.0698325990835
928,19216,623.7330552166942
929,19217,638.263362023146
930,19218,653.9718018139049
931,19219,693.9301455316481
932,19220,666.8429046674573
933,19221,622.4272911590865
934,19222,624.6853793790083
935,19223,609.9194459756955
936,19224,546.1850800315855
937,19225,435.8842688025742
938,19226,368.89234702303895
939,19227,304.80256732001516
940,19228,256.55324202791587
941,19229,229.65747047603327
942,19230,246.94414284481832
943,19231,286.38998029947345
944,19232,329.79593135686014
945,19233,426.1684018507757
946,19234,604.8976466563913
947,19235,670.6083552115136
948,19236,677.7132649105314
949,19237,599.384547327099
950,19238,640.8880908694484
951,19239,632.7931527697478
952,19240,616.6421012135111
953,19241,631.0072191842022
954,19242,646.5370764498144
955,19243,686.0411508692159
956,19244,659.2618532468249
957,19245,615.3511818283063
958,19246,617.5835988102381
959,19247,602.9855329805631
960,19248,561.3700343652695
961,19249,448.00265679690665
962,19250,379.14823582041583
963,19251,313.27664183204024
964,19252,263.6858961533767
965,19253,236.04237246084446
966,19254,253.80964625961764
967,19255,294.35215087399854
968,19256,338.96486756580794
969,19257,438.0166707932171
970,19258,621.7149188171376
971,19259,689.2525064744607
972,19260,696.5549457898464
973,19261,616.0485451407183
974,19262,658.7059638737634
975,19263,650.3859715390207
976,19264,633.7858909095105
977,19265,648.5503857001805
978,19266,664.5120016900942
979,19267,705.1143623644376
980,19268,677.5905507918292
981,19269,632.459081580348
982,19270,634.7535638788981
983,19271,619.7496448483797
984,19272,545.362767908777
985,19273,435.2280207074098
986,19274,368.3369590052066
987,19275,304.34367004263817
988,19276,256.1669868027581
989,19277,229.3117083361098
990,19278,246.57235465480386
991,19279,285.9588041995376
992,19280,329.2994051749439
993,19281,425.5267815355895
994,19282,603.9869394875408
995,19283,669.5987169033504
996,19284,676.6929297642622
997,19285,598.4821404369974
998,19286,639.9231980780614
999,19287,631.8404473594816
1000,19288,615.7137121128188
1001,19289,630.0572025966293
1002,19290,645.5636787953433
1003,19291,685.0082776258225
1004,19292,658.269297730664
1005,19293,614.4247362788
1006,19294,616.6537922323652
1007,19295,602.0777046055745
1008,19296,532.6890823048999
1009,19297,425.1137565423026
1010,19298,359.7771762524885
1011,19299,297.2710273603352
1012,19300,250.21392208350733
1013,19301,223.98273344498568
1014,19302,240.84225959626954
1015,19303,279.3134074226682
1016,19304,321.6468161528985
1017,19305,415.6379644718735
1018,19306,589.9508867344981
1019,19307,654.037912026014
1020,19308,660.9672624711234
1021,19309,584.5740137115173
1022,19310,625.0520225957896
1023,19311,617.1571069247225
1024,19312,601.4051408855671
1025,19313,615.4153029877003
1026,19314,630.5614241791957
1027,19315,669.0893699600628
1028,19316,642.9717772304767
1029,19317,600.1461195615233
1030,19318,602.3233744828008
1031,19319,588.0860205627955
1032,19320,417.39391810213397
1033,19321,333.10218357496865
1034,19322,281.90704526922286
1035,19323,232.92972011233508
1036,19324,196.0576493331606
1037,19325,175.50393617100138
1038,19326,188.7143884055037
1039,19327,218.85884538529945
1040,19328,252.02961595952377
1041,19329,325.67733085922686
1042,19330,462.2619841136462
1043,19331,512.4780209623711
1044,19332,517.9075835876693
1045,19333,458.04888087434404
1046,19334,489.765834133598
1047,19335,483.57969310969304
1048,19336,471.23708080300503
1049,19337,482.21488501808795
1050,19338,494.08278146682636
1051,19339,524.2717430583051
1052,19340,503.807039119511
1053,19341,470.25056191070297
1054,19342,471.9565720252092
1055,19343,460.8007493633954
1056,19344,411.81307723614214
1057,19345,328.64838058929263
1058,19346,278.1377561386982
1059,19347,229.81529116517237
1060,19348,193.43622507651617
1061,19349,173.15732905324776
1062,19350,186.19114854709164
1063,19351,215.93255361333547
1064,19352,248.65980840079703
1065,19353,321.32280320954135
1066,19354,456.08122665683857
1067,19355,505.62584090350987
1068,19356,510.98280657981184
1069,19357,451.9244554763203
1070,19358,483.21733147613827
1071,19359,477.11390336953207
1072,19360,464.9363201928023
1073,19361,475.7673436913359
1074,19362,487.47655828434523
1075,19363,517.2618729053131
